nace_r2_code,nace_r2_name,year,valVA_Q,valVA_CP,valCOMP,valH_EMP,valEMPE,valEMP,valKq_GFCF,total_hours,valueLAB_QI,valueCAP_QI,valueLP1_G,valueLP1ConLC,valueLP2_G,valueLP2ConLC,valueLAB,valueCAP
C20-C21,Chemicals; basic pharmaceutical products,1997,32498.1461724566,35092,9880,87580,48.05,49.73,112240.363676055,90642.11030176899,102.395614624023,88.3120193481445,-8.44775390625,0.691380977630615,-8.37657260894775,0.691380977630615,10577.86328125,24514.13671875
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1997,11182.1729659047,9577,1604,16790,7.13,8.4,18436.998544414,19780.645161290322,98.5230484008789,58.3880805969238,-6.14353513717651,0.368606358766556,-6.00680541992188,0.368606358766556,2220.76025390625,7356.23974609375
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,1997,53140.5529537239,52862,25098,258640,142.13,148.44,159645.530870699,270122.5751072962,112.313591003418,64.1220474243164,14.3089637756348,-2.65334892272949,14.2968292236328,-2.65334892272949,26922.537109375,25939.462890625
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",1997,147649.204230209,89062,44351,459075,238.87,256.4,212940.44980162,492765.2279482563,97.8085250854492,67.120002746582,-2.22358441352844,-0.950160324573517,-2.00319671630859,-0.950160324573517,49520.578125,39541.421875
C26,"Manufacture of computer, electronic and optical products",1997,7375.97828181799,15261,5999,67580,37.19,38.73,20270.4430291954,70378.41892981985,83.4237976074219,12.2991065979004,6.11305475234985,-3.62781667709351,6.05891513824463,-3.62781667709351,6401.5859375,8859.4140625
C26-C27,"Computer, electronic, optical products; electrical equipment",1997,20103.8553859121,35000,17650,216686,111.38,121.6,53755.1209452793,236568.66223738552,68.6677322387695,19.2196407318115,0.015365332365036,-1.99675416946411,-0.0801682472229004,-1.99675416946411,20279.591796875,14720.408203125
C27,Manufacture of electrical equipment,1997,13335.7237019629,19739,11651,149106,74.19,82.87,34168.1704992211,166550.93974929236,62.6325569152832,31.3445587158203,-5.90011596679688,-0.925916790962219,-5.94813919067383,-0.925916790962219,13869.134765625,5869.865234375
C28,Manufacture of machinery and equipment n.e.c.,1997,39596.2137026148,46115,24374,258730,144.81,147.43,91476.7758876568,263411.1173261515,108.33472442627,42.5156478881836,-2.65683531761169,-4.88485336303711,-2.65794658660889,-4.88485336303711,25073.396484375,21041.603515625
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",1997,27815.7121782521,47139,21135,197226,116.65,117.0,232137.587205382,197817.76253750533,55.7984771728516,44.4210662841797,7.39472055435181,-4.23040533065796,7.35477638244629,-4.23040533065796,21237.080078125,25901.919921875
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",1997,48509.9293783785,32964,20729,240349,115.2,130.04,52167.6005503211,271310.62465277774,99.7500534057617,45.9150657653809,10.219500541687,7.68000793457031,10.6203174591064,7.68000793457031,24973.90625,7990.09375
D,"Electricity, gas, steam and air conditioning supply",1997,204039.020140808,58945,13626,82537,47.59,47.7,676655.502085754,82727.77684387476,131.084014892578,80.5229187011719,-8.23574829101562,2.32290077209473,-7.01356840133667,2.32290077209473,13666.234375,45278.765625
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",1997,272165.293770069,78068,22831,178418,101.57,102.86,938937.950391617,180684.0157526829,124.974739074707,78.1991424560547,-10.4592161178589,0.220658585429192,-9.58676338195801,0.220658585429192,23170.3359375,54897.6640625
E,"Water supply; sewerage, waste management and remediation activities",1997,73325.4977690967,19123,9205,95881,53.98,55.16,262145.188369035,97976.95368655057,121.914215087891,66.9914627075195,0.732221484184265,-4.22830104827881,1.22843146324158,-4.22830104827881,9438.296875,9684.703125
F,Construction,1997,369732.994800706,134116,71784,939952,371.05,474.63,229515.523753379,1202343.1283115484,112.116195678711,53.0539817810059,-8.53965377807617,4.10220050811768,-6.62747526168823,4.10220050811768,98317.046875,35798.953125
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1997,175423.379574837,187822,92869,1354653,534.3,693.58,418676.946960394,1758488.1672094332,92.2776870727539,58.2349319458008,4.12729644775391,-1.0332977771759,5.65907382965088,-1.0332977771759,131041.8359375,56780.1640625
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,1997,27515.3226899953,19314,8899,160211,63.85,81.42,36021.0464094233,204297.2532498042,74.8998565673828,34.179443359375,-21.0474033355713,3.47619128227234,-19.8240451812744,3.47619128227234,12280.6123046875,7033.3876953125
G46,"Wholesale trade, except of motor vehicles and motorcycles",1997,83765.1782777045,94617,48351,443620,205.46,236.99,183329.028348338,511698.15925240924,77.0140533447266,59.8245544433594,5.92858409881592,-5.49559307098389,7.30589532852173,-5.49559307098389,58812.40234375,35804.59765625
G47,"Retail trade, except of motor vehicles and motorcycles",1997,67501.9564333098,73891,35619,750822,264.99,375.17,199530.759017385,1063005.7350843428,115.24422454834,65.7257766723633,5.0983829498291,1.39744770526886,6.96901893615723,1.39744770526886,55804.73828125,18086.26171875
H,Transportation and storage,1997,284682.508986305,123005,52003,573162,299.52,325.27,925335.92121748,622437.2453926281,89.5613555908203,51.479305267334,-1.47371077537537,1.22465598583221,0.147969782352448,1.22465598583221,58631.26953125,64373.73046875
H49,Land transport and transport via pipelines,1997,219286.473728362,80609,38071,452828,226.67,250.74,217174.439439468,500913.6309171925,96.246955871582,39.530330657959,-2.2951226234436,0.0291463620960712,-1.0983852148056,0.0291463620960712,43951.69921875,36657.30078125
H50,Water transport,1997,6008.84400953822,706,408,4347,2.31,2.4,6413.83159672334,4516.363636363636,,,,,,,,
H51,Air transport,1997,286098.530344258,5200,1409,5214,3.16,3.16,6996.93734127915,5214.0,,,,,,,,
H52,Warehousing and support activities for transportation,1997,57895.4925598107,28740,5546,48914,26.72,28.23,701783.879722142,51678.22679640719,64.997932434082,61.0063743591309,-10.4000568389893,-1.26077425479889,-9.32022285461426,-1.26077425479889,6010.08203125,22729.91796875
H53,Postal and courier activities,1997,13865.4642919621,7750,6569,61859,40.66,40.74,12285.8215795944,61980.70978848993,103.873764038086,61.9844703674316,-9.7701358795166,14.99831199646,-8.43721771240234,14.99831199646,6591.80419921875,1158.19580078125
I,Accommodation and food service activities,1997,217958.885570982,64761,13068,299224,117.07,145.52,122623.461344045,371940.5183223713,83.0607070922852,70.7885894775391,6.57398796081543,1.19565379619598,5.42470836639404,1.19565379619598,17899.609375,46861.390625
J,Information and communication,1997,101344.053177836,70192,23707,173854,86.0,95.89,235999.913872863,193847.21,60.3094100952148,55.4230003356934,1.75265371799469,-3.42074251174927,1.2888491153717,-3.42074251174927,27508.40625,42683.59375
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",1997,30340.2227174691,15713,7343,61669,31.09,33.84,48536.9816203406,67123.8005789643,98.2280807495117,73.0898513793945,3.95594906806946,-3.8733057975769,3.61410188674927,-3.8733057975769,8222.0107421875,7490.9892578125
J61,Telecommunications,1997,28638.7608686857,34863,8749,48068,28.03,28.12,168867.199334814,48222.338922582945,106.334037780762,66.3506622314453,3.76929044723511,-2.78251242637634,3.74036741256714,-2.78251242637634,8787.7578125,26075.2421875
J62-J63,"Computer programming, consultancy, and information service activities",1997,42247.5811570292,19616,7615,64117,26.88,33.93,18023.4400161796,80933.40066964287,47.7182350158691,18.039493560791,-7.40339612960815,-5.37163305282593,-8.27746868133545,-5.37163305282593,10411.1337890625,9204.8662109375
K,Financial and insurance activities,1997,82465.7635660399,57544,28130,153670,77.68,86.55,201769.607001318,171217.02497425332,86.0770034790039,86.3165435791016,-4.40220355987549,-0.453752130270004,-2.56746888160706,-0.453752130270004,31676.525390625,25867.474609375
L,Real estate activities,1997,451728.395227687,119700,7181,120590,51.83,64.56,4076756.40670514,150208.18830792978,75.0827484130859,52.4438247680664,-11.9292087554932,-0.41172131896019,-14.8026142120361,-0.41172131896019,9926.375,109773.625
L68A,Imputed rents of owner-occupied dwellings,1997,77041.0,77041,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",1997,135851.795433457,71759,32564,348332,145.15,202.71,270057.838435016,486464.89645194623,55.4345054626465,72.7429275512695,-1.770423412323,1.83957016468048,-3.37349963188171,1.83957016468048,48285.4921875,23473.5078125
M-N,"Professional, scientific and technical activities; administrative and support service activities",1997,198366.394856411,104784,47150,560335,247.57,324.0,318360.305506929,733322.0503291998,60.0595550537109,60.5313606262207,-1.94999384880066,1.71528315544128,-3.33903169631958,1.71528315544128,64686.2265625,40097.7734375
MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",1997,2013696.03738165,1425082,644974,7670908,3561.04,4140.43,5211926.1043798,8918983.670624314,91.9475021362305,59.701789855957,-0.660003423690796,0.419822841882706,-0.0513054877519608,0.419822841882706,792434.75,632647.25
MARKTxAG,Non-agricultural market economy (Market economy less industry A),1997,1940392.67157431,1356358,610449,7173969,3345.95,3889.31,4915065.26660856,8338973.795600651,91.8023223876953,59.5112571716309,-0.650796473026276,0.417870283126831,-0.0163498111069202,0.417870283126831,749382.5625,606975.4375
N,Administrative and support service activities,1997,62507.5825424498,33025,14586,212003,102.42,121.29,53087.0003523242,251062.72085530168,68.9859161376953,34.0905570983887,-1.16116631031036,1.54381883144379,-2.23381352424622,1.54381883144379,17821.580078125,15203.419921875
O,Public administration and defence; compulsory social security,1997,311176.127869126,126235,77816,649012,372.16,372.16,2002748.50262253,649012.0,97.1232147216797,85.6249542236328,1.04863107204437,-0.494005382061005,1.08307147026062,-0.494005382061005,77816.0,48419.0
O-Q,"Public administration, defence, education, human health and social work activities",1997,781112.187548516,261800,158634,1568128,863.54,888.07,3362733.65005497,1612672.7574403042,88.4222183227539,84.5968399047852,-1.99653446674347,1.58359932899475,-2.11987090110779,1.58359932899475,164457.171875,97342.828125
P,Education,1997,223826.847641122,71626,43784,439699,252.64,257.83,1031340.94164689,448731.76523907535,89.7278671264648,99.0610809326172,-4.40846061706543,1.43632233142853,-5.26625967025757,1.43632233142853,44662.5234375,26963.4765625
Q,Human health and social work activities,1997,245598.848275194,63939,37034,479417,238.73,258.08,309664.797701692,518275.62250240863,81.2538375854492,63.1944770812988,-6.36555051803589,3.76211142539978,-5.86812829971313,3.76211142539978,41047.50390625,22891.49609375
Q86,Human health activities,1997,214489.837916668,55596,32170,415765,205.14,222.34,149014.727559616,450624.8908062787,92.4289474487305,51.4813423156738,-6.66200542449951,3.7571337223053,-6.18121290206909,3.7571337223053,35616.1875,19979.8125
Q87-Q88,Residential care activities and social work activities without accommodation,1997,31233.5867879163,8343,4864,63652,33.59,35.74,174397.185937743,67726.18279249777,45.4000015258789,90.3555374145508,-4.38704872131348,3.79554629325867,-3.49301910400391,3.79554629325867,5431.1611328125,2911.8388671875
R,"Arts, entertainment and recreation",1997,33743.8270935176,19149,7631,96871,49.59,54.83,116581.641944086,107107.01613228473,72.1721954345703,50.6322364807129,-8.54341697692871,2.08755779266357,-8.09723567962646,2.08755779266357,8680.0908203125,10468.9091796875
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",1997,106123.994863985,45452,14438,235386,94.37,128.67,189330.069769033,320940.0934619052,73.4654998779297,59.4960517883301,-4.56217479705811,1.84300971031189,-4.94784927368164,1.84300971031189,20888.28515625,24563.71484375
S,Other service activities,1997,84548.3235572682,26303,6807,138515,44.78,73.84,73434.6462227782,228404.36802143813,76.6012878417969,78.8836441040039,-1.91635394096375,1.66706240177155,-2.88326549530029,1.66706240177155,12160.4365234375,14142.5634765625
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1997,1008.35380862696,557,395,4951,2.96,2.96,,4951.0,,,1.54470431804657,,2.88492655754089,,395.0,162.0
TOT,Total - all NACE activities,1997,3110732.94286455,1807139,811184,9364577,4479.36,5096.02,12708747.8361765,10653770.110806009,91.1927108764648,60.8625411987305,-1.06539237499237,0.480296969413757,-0.613812863826752,0.480296969413757,967908.9375,839230.0625
TOT_IND,Total industries (A-S),1997,3109760.90997772,1806582,810789,9359626,4476.4,5093.06,12708747.8361765,10648989.54417836,90.271240234375,60.7944869995117,-1.0640344619751,0.482919126749039,-0.612425088882446,0.482919126749039,967536.5,839045.5
U,Activities of extraterritorial organisations and bodies,1997,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",1998,89770.7743307146,75596,35624,498596,213.43,252.42,302966.146653924,589680.9367005576,156.584854125977,71.137092590332,3.0336446762085,-5.10516119003296,2.85018610954285,-5.10516119003296,44727.89453125,30868.10546875
B,Mining and quarrying,1998,73538.9836788607,31506,19457,114934,68.17,68.2,136679.634817939,114984.57972715273,219.618988037109,90.7753601074219,0.0510565936565399,-1.00180423259735,0.982663750648499,-1.00180423259735,19469.365234375,12036.634765625
C,Manufacturing,1998,432513.509830521,492410,240353,2596444,1319.17,1422.41,1274595.07805406,2799645.163276909,94.2120742797852,58.1568794250488,1.13148844242096,-0.601130306720734,2.80518126487732,-0.601130306720734,271634.125,220775.875
C10-C12,Manufacture of food products; beverages and tobacco products,1998,77665.2959124693,66844,29275,347568,168.32,183.1,148663.857835704,378087.5760456274,118.629890441895,82.2324829101562,5.50045728683472,-1.13496172428131,7.1279821395874,-1.13496172428131,33694.796875,33149.203125
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",1998,35393.7925264029,29023,19997,281407,145.45,156.06,61911.8423413051,301934.52334135445,233.72509765625,130.430419921875,-3.06762290000916,-2.02928829193115,-1.64957940578461,-2.02928829193115,22445.34765625,6577.65234375
C16-C18,"Manufacture of wood, paper, printing and reproduction",1998,33189.4018881906,31055,16034,232339,98.92,118.51,86522.0633773551,278351.1412252325,108.824890136719,65.4883728027344,4.29339981079102,0.212569653987885,6.69335269927979,0.212569653987885,21075.36328125,9979.63671875
C19,Manufacture of coke and refined petroleum products,1998,-886.984777584928,6269,1453,10133,5.82,5.82,24199.6318692206,10133.0,259.260070800781,165.36279296875,-0.0821352005004883,-5.52657318115234,1.02757668495178,-5.52657318115234,1455.01025390625,4813.98974609375
C20,Manufacture of chemicals and chemical products,1998,24486.0860124609,27138,9435,75585,42.99,43.55,98670.2699167785,76569.59176552686,105.26634979248,103.385498046875,-1.29405891895294,-1.88812589645386,0.0278439372777939,-1.88812589645386,9640.60546875,17497.39453125
